[INFO] Initializing Reborn VIO Automation Server...
[INFO] Local ADB path configured: /Volumes/SSD_cua_Dung/android_studio/platform-tools/adb
[INFO] Local AAPT path configured: /Volumes/SSD_cua_Dung/android_studio/build-tools/37.0.0/aapt
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.0.101:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [01/Jun/2026 22:59:59] "GET /api/device-screen/192.168.0.100:5555?t=1780329598963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:00] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:00] "GET /api/device-screen/192.168.0.100:5555?t=1780329599763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:01] "GET /api/device-screen/192.168.0.100:5555?t=1780329600563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:01] "GET /api/device-screen/192.168.0.100:5555?t=1780329601363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:02] "GET /api/device-screen/192.168.0.100:5555?t=1780329602163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:03] "GET /api/device-screen/192.168.0.100:5555?t=1780329602963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:04] "GET /api/device-screen/192.168.0.100:5555?t=1780329603763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:05] "GET /api/device-screen/192.168.0.100:5555?t=1780329604563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:05] "GET /api/device-screen/192.168.0.100:5555?t=1780329605363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:06] "GET /api/device-screen/192.168.0.100:5555?t=1780329606163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:07] "GET /api/device-screen/192.168.0.100:5555?t=1780329606962 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:08] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:08] "GET /api/device-screen/192.168.0.100:5555?t=1780329607763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:09] "GET /api/device-screen/192.168.0.100:5555?t=1780329608563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:09] "GET /api/device-screen/192.168.0.100:5555?t=1780329609363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:10] "GET /api/device-screen/192.168.0.100:5555?t=1780329610163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:11] "GET /api/device-screen/192.168.0.100:5555?t=1780329610963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:12] "GET /api/device-screen/192.168.0.100:5555?t=1780329611763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:13] "GET /api/device-screen/192.168.0.100:5555?t=1780329612563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:13] "GET /api/device-screen/192.168.0.100:5555?t=1780329613363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:14] "GET /api/device-screen/192.168.0.100:5555?t=1780329614163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:15] "GET /api/device-screen/192.168.0.100:5555?t=1780329614963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:16] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:16] "GET /api/device-screen/192.168.0.100:5555?t=1780329615763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:17] "GET /api/device-screen/192.168.0.100:5555?t=1780329616563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:18] "GET /api/device-screen/192.168.0.100:5555?t=1780329617363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:18] "GET /api/device-screen/192.168.0.100:5555?t=1780329618163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:19] "GET /api/device-screen/192.168.0.100:5555?t=1780329618963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:20] "GET /api/device-screen/192.168.0.100:5555?t=1780329619763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:21] "GET /api/device-screen/192.168.0.100:5555?t=1780329620563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:21] "GET /api/device-screen/192.168.0.100:5555?t=1780329621363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:22] "GET /api/device-screen/192.168.0.100:5555?t=1780329622163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:23] "GET /api/device-screen/192.168.0.100:5555?t=1780329622962 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:24] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:24] "GET /api/device-screen/192.168.0.100:5555?t=1780329623763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:25] "GET /api/device-screen/192.168.0.100:5555?t=1780329624563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:25] "GET /api/device-screen/192.168.0.100:5555?t=1780329625363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:26] "GET /api/device-screen/192.168.0.100:5555?t=1780329626163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:27] "GET /api/device-screen/192.168.0.100:5555?t=1780329626963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:28] "GET /api/device-screen/192.168.0.100:5555?t=1780329627763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:29] "GET /api/device-screen/192.168.0.100:5555?t=1780329628563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:29] "GET /api/device-screen/192.168.0.100:5555?t=1780329629363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:30] "GET /api/device-screen/192.168.0.100:5555?t=1780329630163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:32] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:35] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329630962 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:36] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329631763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:37] "GET /api/device-screen/192.168.0.100:5555?t=1780329632565 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:38] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329633363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:38] "GET /api/device-screen/192.168.0.100:5555?t=1780329634163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:39] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329634963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:40] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329635763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:41] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:41] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329636563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:41] "GET /api/device-screen/192.168.0.100:5555?t=1780329639763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:42] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329637363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:43] "GET /api/device-screen/192.168.0.100:5555?t=1780329640563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:43] "GET /api/device-screen/192.168.0.100:5555?t=1780329641367 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:43] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329638163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:43] "GET /api/device-screen/192.168.0.100:5555?t=1780329642163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:43] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329638962 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:00:44] "GET /api/device-screen/192.168.0.100:5555?t=1780329642963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:45] "GET /api/device-screen/192.168.0.100:5555?t=1780329643763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:46] "GET /api/device-screen/192.168.0.100:5555?t=1780329644563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:47] "GET /api/device-screen/192.168.0.100:5555?t=1780329645363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:47] "GET /api/device-screen/192.168.0.100:5555?t=1780329646163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:47] "GET /api/device-screen/192.168.0.100:5555?t=1780329646963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:48] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:49] "GET /api/device-screen/192.168.0.100:5555?t=1780329647763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:50] "GET /api/device-screen/192.168.0.100:5555?t=1780329648563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:50] "GET /api/device-screen/192.168.0.100:5555?t=1780329649363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:51] "GET /api/device-screen/192.168.0.100:5555?t=1780329650163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:51] "GET /api/device-screen/192.168.0.100:5555?t=1780329650963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:52] "GET /api/device-screen/192.168.0.100:5555?t=1780329651763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:53] "GET /api/device-screen/192.168.0.100:5555?t=1780329652564 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:54] "GET /api/device-screen/192.168.0.100:5555?t=1780329653363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:54] "GET /api/device-screen/192.168.0.100:5555?t=1780329654163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:55] "GET /api/device-screen/192.168.0.100:5555?t=1780329654963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:56] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:56] "GET /api/device-screen/192.168.0.100:5555?t=1780329655763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:57] "GET /api/device-screen/192.168.0.100:5555?t=1780329656563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:58] "GET /api/device-screen/192.168.0.100:5555?t=1780329657363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:58] "GET /api/device-screen/192.168.0.100:5555?t=1780329658163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:00:59] "GET /api/device-screen/192.168.0.100:5555?t=1780329658963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:00] "GET /api/device-screen/192.168.0.100:5555?t=1780329659763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:01] "GET /api/device-screen/192.168.0.100:5555?t=1780329660563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:01] "GET /api/device-screen/192.168.0.100:5555?t=1780329661363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:03] "GET /api/device-screen/192.168.0.100:5555?t=1780329662163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:04] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:04] "GET /api/device-screen/192.168.0.100:5555?t=1780329662963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:04] "GET /api/device-screen/192.168.0.100:5555?t=1780329663763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:05] "GET /api/device-screen/192.168.0.100:5555?t=1780329664563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:06] "GET /api/device-screen/192.168.0.100:5555?t=1780329665363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:06] "GET /api/device-screen/192.168.0.100:5555?t=1780329666163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:08] "GET /api/device-screen/192.168.0.100:5555?t=1780329666963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:08] "GET /api/device-screen/192.168.0.100:5555?t=1780329667763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:09] "GET /api/device-screen/192.168.0.100:5555?t=1780329668563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:10] "GET /api/device-screen/192.168.0.100:5555?t=1780329669363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:10] "GET /api/device-screen/192.168.0.100:5555?t=1780329670162 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:11] "GET /api/device-screen/192.168.0.100:5555?t=1780329670962 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:12] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:13] "GET /api/device-screen/192.168.0.100:5555?t=1780329671763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:17] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329672563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:18] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329673363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:19] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329674163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:19] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329674963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:20] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:20] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329675763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:21] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329676563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:22] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329677363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:23] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329678163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:24] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329678963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:25] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329679763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:25] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329680563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:26] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329681363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:27] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329682163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:28] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329682963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:28] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:29] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329683763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:30] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329684563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:30] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329685363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:31] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329686163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:32] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329686963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:33] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329687763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:34] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329688564 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:35] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329689362 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:35] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329690163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:36] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329690963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:36] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:37] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329691763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:38] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329692563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:39] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329693363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:40] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329694163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:40] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329694963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:41] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329695763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:42] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329696563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:43] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329697363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:44] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329698163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:44] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:45] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329698963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:45] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329699763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:46] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329700563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:47] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329701363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:48] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329702162 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:49] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329702963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:50] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329703763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:50] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329704563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:51] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329705363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:52] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:01:52] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329706163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:53] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329706963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:54] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329707763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:55] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329708563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:55] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329709363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:57] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329710163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:57] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329710963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:58] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329711763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:01:59] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329712563 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:02:00] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329713363 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:02:00] "GET /api/device-screen/192.168.0.100:5555?t=1780329717363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:00] "GET /api/device-screen/192.168.0.100:5555?t=1780329716563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:00] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:00] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329714163 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:02:02] "GET /api/device-screen/192.168.0.100:5555?t=1780329718163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:02] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329714963 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:02:02] "GET /api/device-screen/192.168.0.100:5555?t=1780329720563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:02] "GET /api/device-screen/192.168.0.100:5555?t=1780329719763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:02] "GET /api/device-screen/192.168.0.100:5555?t=1780329718964 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:02] "[35m[1mGET /api/device-screen/192.168.0.100:5555?t=1780329715763 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 23:02:03] "GET /api/device-screen/192.168.0.100:5555?t=1780329721363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:03] "GET /api/device-screen/192.168.0.100:5555?t=1780329722162 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:04] "GET /api/device-screen/192.168.0.100:5555?t=1780329722963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:04] "GET /api/device-screen/192.168.0.100:5555?t=1780329723764 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:05] "GET /api/device-screen/192.168.0.100:5555?t=1780329724563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:06] "GET /api/device-screen/192.168.0.100:5555?t=1780329725363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:07] "GET /api/device-screen/192.168.0.100:5555?t=1780329726163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:08] "GET /api/device-screen/192.168.0.100:5555?t=1780329726963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:08] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:08] "GET /api/device-screen/192.168.0.100:5555?t=1780329727764 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:09] "GET /api/device-screen/192.168.0.100:5555?t=1780329728563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:11] "GET /api/device-screen/192.168.0.100:5555?t=1780329729364 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:11] "GET /api/device-screen/192.168.0.100:5555?t=1780329730163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:11] "GET /api/device-screen/192.168.0.100:5555?t=1780329730963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:13] "GET /api/device-screen/192.168.0.100:5555?t=1780329731763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:14] "GET /api/device-screen/192.168.0.100:5555?t=1780329732563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:14] "GET /api/device-screen/192.168.0.100:5555?t=1780329733363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:15] "GET /api/device-screen/192.168.0.100:5555?t=1780329734163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:16] "GET /api/device-screen/192.168.0.100:5555?t=1780329734963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:16] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:16] "GET /api/device-screen/192.168.0.100:5555?t=1780329735763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:17] "GET /api/device-screen/192.168.0.100:5555?t=1780329736563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:18] "GET /api/device-screen/192.168.0.100:5555?t=1780329737363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 23:02:19] "GET /api/device-screen/192.168.0.100:5555?t=1780329738164 HTTP/1.1" 200 -
